2023-02-17 17:19:40 startup archives install
2023-04-09 08:55:36 install libxmu6:amd64 <none> 2:1.1.3-3
2023-04-09 08:55:36 status half-installed libxmu6:amd64 2:1.1.3-3
2023-04-09 08:55:36 status unpacked libxmu6:amd64 2:1.1.3-3
2023-04-09 08:55:36 install libxaw7:amd64 <none> 2:1.0.14-1
2023-04-09 08:55:36 status half-installed libxaw7:amd64 2:1.0.14-1
2023-04-09 08:55:36 status unpacked libxaw7:amd64 2:1.0.14-1
2023-04-09 08:55:36 install libxfont2:amd64 <none> 1:2.0.5-1build1
2023-04-09 08:55:36 status half-installed libxfont2:amd64 1:2.0.5-1build1
2023-04-09 08:55:36 status unpacked libxfont2:amd64 1:2.0.5-1build1
2023-04-09 08:55:37 install libxkbfile1:amd64 <none> 1:1.1.0-1build3
2023-04-09 08:55:37 status half-installed libxkbfile1:amd64 1:1.1.0-1build3
2023-04-09 08:55:37 status unpacked libxkbfile1:amd64 1:1.1.0-1build3
2023-04-09 08:55:37 install libxtst6:amd64 <none> 2:1.2.3-1build4
2023-04-09 08:55:37 status half-installed libxtst6:amd64 2:1.2.3-1build4
2023-04-09 08:55:37 status unpacked libxtst6:amd64 2:1.2.3-1build4
2023-04-09 08:55:37 install libzbar0:amd64 <none> 0.23.92-4build2
2023-04-09 08:55:37 status half-installed libzbar0:amd64 0.23.92-4build2
2023-04-09 08:55:37 status unpacked libzbar0:amd64 0.23.92-4build2
2023-04-09 08:55:38 install libzxingcore1:amd64 <none> 1.2.0-1
2023-04-09 08:55:38 status half-installed libzxingcore1:amd64 1.2.0-1
2023-04-09 08:55:38 status unpacked libzxingcore1:amd64 1.2.0-1
2023-04-09 08:55:38 install x11-xkb-utils:amd64 <none> 7.7+5build4
2023-04-09 08:55:38 status half-installed x11-xkb-utils:amd64 7.7+5build4
2023-04-09 08:55:38 status unpacked x11-xkb-utils:amd64 7.7+5build4
2023-04-09 08:55:38 install xfonts-encodings:all <none> 1:1.0.5-0ubuntu2
2023-04-09 08:55:38 status half-installed xfonts-encodings:all 1:1.0.5-0ubuntu2
2023-04-09 08:55:38 status unpacked xfonts-encodings:all 1:1.0.5-0ubuntu2
2023-04-09 08:55:39 install xfonts-utils:amd64 <none> 1:7.7+6build2
2023-04-09 08:55:39 status half-installed xfonts-utils:amd64 1:7.7+6build2
2023-04-09 08:55:39 status unpacked xfonts-utils:amd64 1:7.7+6build2
2023-04-09 08:55:39 install xfonts-cyrillic:all <none> 1:1.0.5
2023-04-09 08:55:39 status half-installed xfonts-cyrillic:all 1:1.0.5
2023-04-09 08:55:39 status unpacked xfonts-cyrillic:all 1:1.0.5
2023-04-09 08:55:40 install xfonts-scalable:all <none> 1:1.0.3-1.2ubuntu1
2023-04-09 08:55:40 status half-installed xfonts-scalable:all 1:1.0.3-1.2ubuntu1
2023-04-09 08:55:40 status unpacked xfonts-scalable:all 1:1.0.3-1.2ubuntu1
2023-04-09 08:55:40 install xserver-common:all <none> 2:21.1.3-2ubuntu2.9
2023-04-09 08:55:40 status half-installed xserver-common:all 2:21.1.3-2ubuntu2.9
2023-04-09 08:55:40 status unpacked xserver-common:all 2:21.1.3-2ubuntu2.9
2023-04-09 08:55:40 install xvfb:amd64 <none> 2:21.1.3-2ubuntu2.9
2023-04-09 08:55:40 status half-installed xvfb:amd64 2:21.1.3-2ubuntu2.9
2023-04-09 08:55:40 status unpacked xvfb:amd64 2:21.1.3-2ubuntu2.9
2023-04-09 08:55:41 install libdca0:amd64 <none> 0.0.7-2
2023-04-09 08:55:41 status half-installed libdca0:amd64 0.0.7-2
2023-04-09 08:55:41 status unpacked libdca0:amd64 0.0.7-2
2023-04-09 08:55:41 install libgstreamer-plugins-bad1.0-0:amd64 <none> 1.20.3-0ubuntu1
2023-04-09 08:55:41 status half-installed libgstreamer-plugins-bad1.0-0:amd64 1.20.3-0ubuntu1
2023-04-09 08:55:41 status unpacked libgstreamer-plugins-bad1.0-0:amd64 1.20.3-0ubuntu1
2023-04-09 08:55:41 install libsbc1:amd64 <none> 1.5-3build2
2023-04-09 08:55:41 status half-installed libsbc1:amd64 1.5-3build2
2023-04-09 08:55:41 status unpacked libsbc1:amd64 1.5-3build2
2023-04-09 08:55:42 install libvo-aacenc0:amd64 <none> 0.1.3-2
2023-04-09 08:55:42 status half-installed libvo-aacenc0:amd64 0.1.3-2
2023-04-09 08:55:42 status unpacked libvo-aacenc0:amd64 0.1.3-2
2023-04-09 08:55:42 install libvo-amrwbenc0:amd64 <none> 0.1.3-2
2023-04-09 08:55:42 status half-installed libvo-amrwbenc0:amd64 0.1.3-2
2023-04-09 08:55:42 status unpacked libvo-amrwbenc0:amd64 0.1.3-2
2023-04-09 08:55:42 install gstreamer1.0-plugins-bad:amd64 <none> 1.20.3-0ubuntu1
2023-04-09 08:55:42 status half-installed gstreamer1.0-plugins-bad:amd64 1.20.3-0ubuntu1
2023-04-09 08:55:43 status unpacked gstreamer1.0-plugins-bad:amd64 1.20.3-0ubuntu1
2023-04-09 08:55:43 install libgles2:amd64 <none> 1.4.0-1
2023-04-09 08:55:43 status half-installed libgles2:amd64 1.4.0-1
2023-04-09 08:55:43 status unpacked libgles2:amd64 1.4.0-1
2023-04-09 08:55:44 install libopengl0:amd64 <none> 1.4.0-1
2023-04-09 08:55:44 status half-installed libopengl0:amd64 1.4.0-1
2023-04-09 08:55:44 status unpacked libopengl0:amd64 1.4.0-1
2023-04-09 08:55:44 startup packages configure
2023-04-09 08:55:44 configure libgme0:amd64 0.6.3-2 <none>
2023-04-09 08:55:44 status unpacked libgme0:amd64 0.6.3-2
2023-04-09 08:55:44 status half-configured libgme0:amd64 0.6.3-2
2023-04-09 08:55:44 status installed libgme0:amd64 0.6.3-2
2023-04-09 08:55:44 configure libssh-gcrypt-4:amd64 0.9.6-2build1 <none>
2023-04-09 08:55:44 status unpacked libssh-gcrypt-4:amd64 0.9.6-2build1
2023-04-09 08:55:44 status half-configured libssh-gcrypt-4:amd64 0.9.6-2build1
2023-04-09 08:55:44 status installed libssh-gcrypt-4:amd64 0.9.6-2build1
2023-04-09 08:55:44 configure libsrt1.4-gnutls:amd64 1.4.4-4 <none>
2023-04-09 08:55:44 status unpacked libsrt1.4-gnutls:amd64 1.4.4-4
2023-04-09 08:55:44 status half-configured libsrt1.4-gnutls:amd64 1.4.4-4
2023-04-09 08:55:44 status installed libsrt1.4-gnutls:amd64 1.4.4-4
2023-04-09 08:55:44 configure libxcb-dri3-0:amd64 1.14-3ubuntu3 <none>
2023-04-09 08:55:44 status unpacked libxcb-dri3-0:amd64 1.14-3ubuntu3
2023-04-09 08:55:44 status half-configured libxcb-dri3-0:amd64 1.14-3ubuntu3
2023-04-09 08:55:44 status installed libxcb-dri3-0:amd64 1.14-3ubuntu3
2023-04-09 08:55:45 configure libpixman-1-0:amd64 0.40.0-1ubuntu0.22.04.1 <none>
2023-04-09 08:55:45 status unpacked libpixman-1-0:amd64 0.40.0-1ubuntu0.22.04.1
2023-04-09 08:55:45 status half-configured libpixman-1-0:amd64 0.40.0-1ubuntu0.22.04.1
2023-04-09 08:55:45 status installed libpixman-1-0:amd64 0.40.0-1ubuntu0.22.04.1
2023-04-09 08:55:45 configure libfreeaptx0:amd64 0.1.1-1 <none>
2023-04-09 08:55:45 status unpacked libfreeaptx0:amd64 0.1.1-1
2023-04-09 08:55:45 status half-configured libfreeaptx0:amd64 0.1.1-1
2023-04-09 08:55:45 status installed libfreeaptx0:amd64 0.1.1-1
2023-04-09 08:55:45 configure libudfread0:amd64 1.1.2-1 <none>
2023-04-09 08:55:45 status unpacked libudfread0:amd64 1.1.2-1
2023-04-09 08:55:45 status half-configured libudfread0:amd64 1.1.2-1
2023-04-09 08:55:45 status installed libudfread0:amd64 1.1.2-1
2023-04-09 08:55:45 configure libmodplug1:amd64 1:0.8.9.0-3 <none>
2023-04-09 08:55:45 status unpacked libmodplug1:amd64 1:0.8.9.0-3
2023-04-09 08:55:45 status half-configured libmodplug1:amd64 1:0.8.9.0-3
2023-04-09 08:55:45 status installed libmodplug1:amd64 1:0.8.9.0-3
2023-04-09 08:55:45 configure libcdparanoia0:amd64 3.10.2+debian-14build2 <none>
2023-04-09 08:55:45 status unpacked libcdparanoia0:amd64 3.10.2+debian-14build2
2023-04-09 08:55:45 status half-configured libcdparanoia0:amd64 3.10.2+debian-14build2
2023-04-09 08:55:45 status installed libcdparanoia0:amd64 3.10.2+debian-14build2
2023-04-09 08:55:45 configure libwayland-server0:amd64 1.20.0-1ubuntu0.1 <none>
2023-04-09 08:55:45 status unpacked libwayland-server0:amd64 1.20.0-1ubuntu0.1
2023-04-09 08:55:45 status half-configured libwayland-server0:amd64 1.20.0-1ubuntu0.1
2023-04-09 08:55:45 status installed libwayland-server0:amd64 1.20.0-1ubuntu0.1
2023-04-09 08:55:45 configure libaom3:amd64 3.3.0-1 <none>
2023-04-09 08:55:45 status unpacked libaom3:amd64 3.3.0-1
2023-04-09 08:55:45 status half-configured libaom3:amd64 3.3.0-1
2023-04-09 08:55:45 status installed libaom3:amd64 3.3.0-1
2023-04-09 08:55:45 configure libx11-xcb1:amd64 2:1.7.5-1 <none>
2023-04-09 08:55:45 status unpacked libx11-xcb1:amd64 2:1.7.5-1
2023-04-09 08:55:45 status half-configured libx11-xcb1:amd64 2:1.7.5-1
2023-04-09 08:55:45 status installed libx11-xcb1:amd64 2:1.7.5-1
2023-04-09 08:55:45 configure libvo-amrwbenc0:amd64 0.1.3-2 <none>
2023-04-09 08:55:45 status unpacked libvo-amrwbenc0:amd64 0.1.3-2
2023-04-09 08:55:45 status half-configured libvo-amrwbenc0:amd64 0.1.3-2
2023-04-09 08:55:45 status installed libvo-amrwbenc0:amd64 0.1.3-2
2023-04-09 08:55:45 configure session-migration:amd64 0.3.6 <none>
2023-04-09 08:55:45 status unpacked session-migration:amd64 0.3.6
2023-04-09 08:55:45 status half-configured session-migration:amd64 0.3.6
2023-04-09 08:55:46 status installed session-migration:amd64 0.3.6
2023-04-09 08:55:46 configure fontconfig:amd64 2.13.1-4.2ubuntu5 <none>
2023-04-09 08:55:46 status unpacked fontconfig:amd64 2.13.1-4.2ubuntu5
2023-04-09 08:55:46 status half-configured fontconfig:amd64 2.13.1-4.2ubuntu5
2023-04-09 08:55:49 status installed fontconfig:amd64 2.13.1-4.2ubuntu5
2023-04-09 08:55:49 configure librabbitmq4:amd64 0.10.0-1ubuntu2 <none>
2023-04-09 08:55:49 status unpacked librabbitmq4:amd64 0.10.0-1ubuntu2
2023-04-09 08:55:49 status half-configured librabbitmq4:amd64 0.10.0-1ubuntu2
2023-04-09 08:55:49 status installed librabbitmq4:amd64 0.10.0-1ubuntu2
2023-04-09 08:55:49 configure libraw1394-11:amd64 2.1.2-2build2 <none>
2023-04-09 08:55:49 status unpacked libraw1394-11:amd64 2.1.2-2build2
2023-04-09 08:55:49 status half-configured libraw1394-11:amd64 2.1.2-2build2
2023-04-09 08:55:49 status installed libraw1394-11:amd64 2.1.2-2build2
2023-04-09 08:55:49 configure libsbc1:amd64 1.5-3build2 <none>
2023-04-09 08:55:49 status unpacked libsbc1:amd64 1.5-3build2
2023-04-09 08:55:49 status half-configured libsbc1:amd64 1.5-3build2
2023-04-09 08:55:49 status installed libsbc1:amd64 1.5-3build2
2023-04-09 08:55:49 configure libproxy1v5:amd64 0.4.17-2 <none>
2023-04-09 08:55:49 status unpacked libproxy1v5:amd64 0.4.17-2
2023-04-09 08:55:49 status half-configured libproxy1v5:amd64 0.4.17-2
2023-04-09 08:55:49 status installed libproxy1v5:amd64 0.4.17-2
2023-04-09 08:55:49 configure libdrm-nouveau2:amd64 2.4.113-2~ubuntu0.22.04.1 <none>
2023-04-09 08:55:49 status unpacked libdrm-nouveau2:amd64 2.4.113-2~ubuntu0.22.04.1
2023-04-09 08:55:49 status half-configured libdrm-nouveau2:amd64 2.4.113-2~ubuntu0.22.04.1
2023-04-09 08:55:49 status installed libdrm-nouveau2:amd64 2.4.113-2~ubuntu0.22.04.1
2023-04-09 08:55:49 configure libtag1v5-vanilla:amd64 1.11.1+dfsg.1-3ubuntu3 <none>
2023-04-09 08:55:49 status unpacked libtag1v5-vanilla:amd64 1.11.1+dfsg.1-3ubuntu3
2023-04-09 08:55:49 status half-configured libtag1v5-vanilla:amd64 1.11.1+dfsg.1-3ubuntu3
2023-04-09 08:55:50 status installed libtag1v5-vanilla:amd64 1.11.1+dfsg.1-3ubuntu3
2023-04-09 08:55:50 configure libkate1:amd64 0.4.1-11build1 <none>
2023-04-09 08:55:50 status unpacked libkate1:amd64 0.4.1-11build1
2023-04-09 08:55:50 status half-configured libkate1:amd64 0.4.1-11build1
2023-04-09 08:55:50 status installed libkate1:amd64 0.4.1-11build1
2023-04-09 08:55:50 configure libharfbuzz-icu0:amd64 2.7.4-1ubuntu3.1 <none>
2023-04-09 08:55:50 status unpacked libharfbuzz-icu0:amd64 2.7.4-1ubuntu3.1
2023-04-09 08:55:50 status half-configured libharfbuzz-icu0:amd64 2.7.4-1ubuntu3.1
2023-04-09 08:55:50 status installed libharfbuzz-icu0:amd64 2.7.4-1ubuntu3.1
2023-04-09 08:55:50 configure libcodec2-1.0:amd64 1.0.1-3 <none>
2023-04-09 08:55:50 status unpacked libcodec2-1.0:amd64 1.0.1-3
2023-04-09 08:55:50 status half-configured libcodec2-1.0:amd64 1.0.1-3
2023-04-09 08:55:50 status installed libcodec2-1.0:amd64 1.0.1-3
2023-04-09 08:55:50 configure libxdamage1:amd64 1:1.1.5-2build2 <none>
2023-04-09 08:55:50 status unpacked libxdamage1:amd64 1:1.1.5-2build2
2023-04-09 08:55:50 status half-configured libxdamage1:amd64 1:1.1.5-2build2
2023-04-09 08:55:50 status installed libxdamage1:amd64 1:1.1.5-2build2
2023-04-09 08:55:50 configure libopenni2-0:amd64 2.2.0.33+dfsg-15 <none>
2023-04-09 08:55:50 status unpacked libopenni2-0:amd64 2.2.0.33+dfsg-15
2023-04-09 08:55:50 status half-configured libopenni2-0:amd64 2.2.0.33+dfsg-15
2023-04-09 08:55:50 status installed libopenni2-0:amd64 2.2.0.33+dfsg-15
2023-04-09 08:55:50 configure libmpg123-0:amd64 1.29.3-1build1 <none>
2023-04-09 08:55:50 status unpacked libmpg123-0:amd64 1.29.3-1build1
2023-04-09 08:55:50 status half-configured libmpg123-0:amd64 1.29.3-1build1
2023-04-09 08:55:50 status installed libmpg123-0:amd64 1.29.3-1build1
2023-04-09 08:55:50 configure libxcb-xfixes0:amd64 1.14-3ubuntu3 <none>
2023-04-09 08:55:50 status unpacked libxcb-xfixes0:amd64 1.14-3ubuntu3
2023-04-09 08:55:50 status half-configured libxcb-xfixes0:amd64 1.14-3ubuntu3
2023-04-09 08:55:50 status installed libxcb-xfixes0:amd64 1.14-3ubuntu3
2023-04-09 08:55:50 configure libogg0:amd64 1.3.5-0ubuntu3 <none>
2023-04-09 08:55:50 status unpacked libogg0:amd64 1.3.5-0ubuntu3
2023-04-09 08:55:50 status half-configured libogg0:amd64 1.3.5-0ubuntu3
2023-04-09 08:55:50 status installed libogg0:amd64 1.3.5-0ubuntu3
2023-04-09 08:55:50 configure libspeex1:amd64 1.2~rc1.2-1.1ubuntu3 <none>
2023-04-09 08:55:50 status unpacked libspeex1:amd64 1.2~rc1.2-1.1ubuntu3
2023-04-09 08:55:50 status half-configured libspeex1:amd64 1.2~rc1.2-1.1ubuntu3
2023-04-09 08:55:50 status installed libspeex1:amd64 1.2~rc1.2-1.1ubuntu3
2023-04-09 08:55:50 configure libshine3:amd64 3.1.1-2 <none>
2023-04-09 08:55:50 status unpacked libshine3:amd64 3.1.1-2
2023-04-09 08:55:51 status half-configured libshine3:amd64 3.1.1-2
2023-04-09 08:55:51 status installed libshine3:amd64 3.1.1-2
2023-04-09 08:55:51 configure libcaca0:amd64 0.99.beta19-2.2ubuntu4 <none>
2023-04-09 08:55:51 status unpacked libcaca0:amd64 0.99.beta19-2.2ubuntu4
2023-04-09 08:55:51 status half-configured libcaca0:amd64 0.99.beta19-2.2ubuntu4
2023-04-09 08:55:51 status installed libcaca0:amd64 0.99.beta19-2.2ubuntu4
2023-04-09 08:55:51 configure hicolor-icon-theme:all 0.17-2 <none>
2023-04-09 08:55:51 status unpacked hicolor-icon-theme:all 0.17-2
2023-04-09 08:55:51 status half-configured hicolor-icon-theme:all 0.17-2
2023-04-09 08:55:51 status installed hicolor-icon-theme:all 0.17-2
2023-04-09 08:55:51 configure libxi6:amd64 2:1.8-1build1 <none>
2023-04-09 08:55:51 status unpacked libxi6:amd64 2:1.8-1build1
2023-04-09 08:55:51 status half-configured libxi6:amd64 2:1.8-1build1
2023-04-09 08:55:51 status installed libxi6:amd64 2:1.8-1build1
2023-04-09 08:55:51 configure libtwolame0:amd64 0.4.0-2build2 <none>
2023-04-09 08:55:51 status unpacked libtwolame0:amd64 0.4.0-2build2
2023-04-09 08:55:51 status half-configured libtwolame0:amd64 0.4.0-2build2
2023-04-09 08:55:51 status installed libtwolame0:amd64 0.4.0-2build2
2023-04-09 08:55:51 configure libwoff1:amd64 1.0.2-1build4 <none>
2023-04-09 08:55:51 status unpacked libwoff1:amd64 1.0.2-1build4
2023-04-09 08:55:51 status half-configured libwoff1:amd64 1.0.2-1build4
2023-04-09 08:55:51 status installed libwoff1:amd64 1.0.2-1build4
2023-04-09 08:55:51 configure libqrencode4:amd64 4.1.1-1 <none>
2023-04-09 08:55:51 status unpacked libqrencode4:amd64 4.1.1-1
2023-04-09 08:55:51 status half-configured libqrencode4:amd64 4.1.1-1
2023-04-09 08:55:51 status installed libqrencode4:amd64 4.1.1-1
2023-04-09 08:55:51 configure libxrender1:amd64 1:0.9.10-1build4 <none>
2023-04-09 08:55:51 status unpacked libxrender1:amd64 1:0.9.10-1build4
2023-04-09 08:55:51 status half-configured libxrender1:amd64 1:0.9.10-1build4
2023-04-09 08:55:51 status installed libxrender1:amd64 1:0.9.10-1build4
2023-04-09 08:55:51 configure libhyphen0:amd64 2.8.8-7build2 <none>
2023-04-09 08:55:51 status unpacked libhyphen0:amd64 2.8.8-7build2
2023-04-09 08:55:51 status half-configured libhyphen0:amd64 2.8.8-7build2
2023-04-09 08:55:52 status installed libhyphen0:amd64 2.8.8-7build2
2023-04-09 08:55:52 configure libdatrie1:amd64 0.2.13-2 <none>
2023-04-09 08:55:52 status unpacked libdatrie1:amd64 0.2.13-2
2023-04-09 08:55:52 status half-configured libdatrie1:amd64 0.2.13-2
2023-04-09 08:55:52 status installed libdatrie1:amd64 0.2.13-2
2023-04-09 08:55:52 configure libgbm1:amd64 22.2.5-0ubuntu0.1~22.04.1 <none>
2023-04-09 08:55:52 status unpacked libgbm1:amd64 22.2.5-0ubuntu0.1~22.04.1
2023-04-09 08:55:52 status half-configured libgbm1:amd64 22.2.5-0ubuntu0.1~22.04.1
2023-04-09 08:55:52 status installed libgbm1:amd64 22.2.5-0ubuntu0.1~22.04.1
2023-04-09 08:55:52 configure fonts-noto-color-emoji:all 2.038-0ubuntu1 <none>
2023-04-09 08:55:52 status unpacked fonts-noto-color-emoji:all 2.038-0ubuntu1
2023-04-09 08:55:52 status half-configured fonts-noto-color-emoji:all 2.038-0ubuntu1
2023-04-09 08:55:52 status installed fonts-noto-color-emoji:all 2.038-0ubuntu1
2023-04-09 08:55:52 configure libgsm1:amd64 1.0.19-1 <none>
2023-04-09 08:55:52 status unpacked libgsm1:amd64 1.0.19-1
2023-04-09 08:55:52 status half-configured libgsm1:amd64 1.0.19-1
2023-04-09 08:55:52 status installed libgsm1:amd64 1.0.19-1
2023-04-09 08:55:52 configure libvisual-0.4-0:amd64 0.4.0-17build2 <none>
2023-04-09 08:55:52 status unpacked libvisual-0.4-0:amd64 0.4.0-17build2
2023-04-09 08:55:52 status half-configured libvisual-0.4-0:amd64 0.4.0-17build2
2023-04-09 08:55:52 status installed libvisual-0.4-0:amd64 0.4.0-17build2
2023-04-09 08:55:52 configure libxcb-render0:amd64 1.14-3ubuntu3 <none>
2023-04-09 08:55:52 status unpacked libxcb-render0:amd64 1.14-3ubuntu3
2023-04-09 08:55:52 status half-configured libxcb-render0:amd64 1.14-3ubuntu3
2023-04-09 08:55:52 status installed libxcb-render0:amd64 1.14-3ubuntu3
2023-04-09 08:55:52 configure libsoxr0:amd64 0.1.3-4build2 <none>
2023-04-09 08:55:52 status unpacked libsoxr0:amd64 0.1.3-4build2
2023-04-09 08:55:52 status half-configured libsoxr0:amd64 0.1.3-4build2
2023-04-09 08:55:52 status installed libsoxr0:amd64 0.1.3-4build2
2023-04-09 08:55:52 configure libaspell15:amd64 0.60.8-4build1 <none>
2023-04-09 08:55:52 status unpacked libaspell15:amd64 0.60.8-4build1
2023-04-09 08:55:52 status half-configured libaspell15:amd64 0.60.8-4build1
2023-04-09 08:55:52 status installed libaspell15:amd64 0.60.8-4build1
2023-04-09 08:55:52 configure libdrm-radeon1:amd64 2.4.113-2~ubuntu0.22.04.1 <none>
2023-04-09 08:55:52 status unpacked libdrm-radeon1:amd64 2.4.113-2~ubuntu0.22.04.1
2023-04-09 08:55:52 status half-configured libdrm-radeon1:amd64 2.4.113-2~ubuntu0.22.04.1
2023-04-09 08:55:52 status installed libdrm-radeon1:amd64 2.4.113-2~ubuntu0.22.04.1
2023-04-09 08:55:52 configure libglvnd0:amd64 1.4.0-1 <none>
2023-04-09 08:55:52 status unpacked libglvnd0:amd64 1.4.0-1
2023-04-09 08:55:52 status half-configured libglvnd0:amd64 1.4.0-1
2023-04-09 08:55:53 status installed libglvnd0:amd64 1.4.0-1
2023-04-09 08:55:53 configure libpgm-5.3-0:amd64 5.3.128~dfsg-2 <none>
2023-04-09 08:55:53 status unpacked libpgm-5.3-0:amd64 5.3.128~dfsg-2
2023-04-09 08:55:53 status half-configured libpgm-5.3-0:amd64 5.3.128~dfsg-2
2023-04-09 08:55:53 status installed libpgm-5.3-0:amd64 5.3.128~dfsg-2
2023-04-09 08:55:53 configure libxcb-glx0:amd64 1.14-3ubuntu3 <none>
2023-04-09 08:55:53 status unpacked libxcb-glx0:amd64 1.14-3ubuntu3
2023-04-09 08:55:53 status half-configured libxcb-glx0:amd64 1.14-3ubuntu3
2023-04-09 08:55:53 status installed libxcb-glx0:amd64 1.14-3ubuntu3
2023-04-09 08:55:53 configure libwebpdemux2:amd64 1.2.2-2 <none>
2023-04-09 08:55:53 status unpacked libwebpdemux2:amd64 1.2.2-2
2023-04-09 08:55:53 status half-configured libwebpdemux2:amd64 1.2.2-2
2023-04-09 08:55:53 status installed libwebpdemux2:amd64 1.2.2-2
2023-04-09 08:55:53 configure libmanette-0.2-0:amd64 0.2.6-3build1 <none>
2023-04-09 08:55:53 status unpacked libmanette-0.2-0:amd64 0.2.6-3build1
2023-04-09 08:55:53 status half-configured libmanette-0.2-0:amd64 0.2.6-3build1
2023-04-09 08:55:53 status installed libmanette-0.2-0:amd64 0.2.6-3build1
2023-04-09 08:55:53 configure libsrtp2-1:amd64 2.4.2-2 <none>
2023-04-09 08:55:53 status unpacked libsrtp2-1:amd64 2.4.2-2
2023-04-09 08:55:53 status half-configured libsrtp2-1:amd64 2.4.2-2
2023-04-09 08:55:53 status installed libsrtp2-1:amd64 2.4.2-2
2023-04-09 08:55:53 configure libgdk-pixbuf2.0-common:all 2.42.8+dfsg-1ubuntu0.2 <none>
2023-04-09 08:55:53 status unpacked libgdk-pixbuf2.0-common:all 2.42.8+dfsg-1ubuntu0.2
2023-04-09 08:55:53 status half-configured libgdk-pixbuf2.0-common:all 2.42.8+dfsg-1ubuntu0.2
2023-04-09 08:55:53 status installed libgdk-pixbuf2.0-common:all 2.42.8+dfsg-1ubuntu0.2
2023-04-09 08:55:53 configure libffi7:amd64 3.3-5ubuntu1 <none>
2023-04-09 08:55:53 status unpacked libffi7:amd64 3.3-5ubuntu1
2023-04-09 08:55:53 status half-configured libffi7:amd64 3.3-5ubuntu1
2023-04-09 08:55:53 status installed libffi7:amd64 3.3-5ubuntu1
2023-04-09 08:55:53 configure libnorm1:amd64 1.5.9+dfsg-2 <none>
2023-04-09 08:55:53 status unpacked libnorm1:amd64 1.5.9+dfsg-2
2023-04-09 08:55:53 status half-configured libnorm1:amd64 1.5.9+dfsg-2
2023-04-09 08:55:53 status installed libnorm1:amd64 1.5.9+dfsg-2
2023-04-09 08:55:53 configure libmysofa1:amd64 1.2.1~dfsg0-1 <none>
2023-04-09 08:55:53 status unpacked libmysofa1:amd64 1.2.1~dfsg0-1
2023-04-09 08:55:53 status half-configured libmysofa1:amd64 1.2.1~dfsg0-1
2023-04-09 08:55:53 status installed libmysofa1:amd64 1.2.1~dfsg0-1
2023-04-09 08:55:53 configure libxcb-shape0:amd64 1.14-3ubuntu3 <none>
2023-04-09 08:55:53 status unpacked libxcb-shape0:amd64 1.14-3ubuntu3
2023-04-09 08:55:53 status half-configured libxcb-shape0:amd64 1.14-3ubuntu3
2023-04-09 08:55:54 status installed libxcb-shape0:amd64 1.14-3ubuntu3
2023-04-09 08:55:54 configure x11-common:all 1:7.7+23ubuntu2 <none>
2023-04-09 08:55:54 status unpacked x11-common:all 1:7.7+23ubuntu2
2023-04-09 08:55:54 status half-configured x11-common:all 1:7.7+23ubuntu2
2023-04-09 08:56:00 status installed x11-common:all 1:7.7+23ubuntu2
2023-04-09 08:56:00 configure libldacbt-enc2:amd64 2.0.2.3+git20200429+ed310a0-4 <none>
2023-04-09 08:56:00 status unpacked libldacbt-enc2:amd64 2.0.2.3+git20200429+ed310a0-4
2023-04-09 08:56:00 status half-configured libldacbt-enc2:amd64 2.0.2.3+git20200429+ed310a0-4
2023-04-09 08:56:00 status installed libldacbt-enc2:amd64 2.0.2.3+git20200429+ed310a0-4
2023-04-09 08:56:00 configure fonts-wqy-zenhei:all 0.9.45-8 <none>
2023-04-09 08:56:00 status unpacked fonts-wqy-zenhei:all 0.9.45-8
2023-04-09 08:56:00 status half-configured fonts-wqy-zenhei:all 0.9.45-8
2023-04-09 08:56:00 status installed fonts-wqy-zenhei:all 0.9.45-8
2023-04-09 08:56:00 configure libwebrtc-audio-processing1:amd64 0.3.1-0ubuntu5 <none>
2023-04-09 08:56:00 status unpacked libwebrtc-audio-processing1:amd64 0.3.1-0ubuntu5
2023-04-09 08:56:00 status half-configured libwebrtc-audio-processing1:amd64 0.3.1-0ubuntu5
2023-04-09 08:56:00 status installed libwebrtc-audio-processing1:amd64 0.3.1-0ubuntu5
2023-04-09 08:56:00 configure fonts-freefont-ttf:all 20120503-10build1 <none>
2023-04-09 08:56:00 status unpacked fonts-freefont-ttf:all 20120503-10build1
2023-04-09 08:56:00 status half-configured fonts-freefont-ttf:all 20120503-10build1
2023-04-09 08:56:00 status installed fonts-freefont-ttf:all 20120503-10build1
2023-04-09 08:56:00 configure libilmbase25:amd64 2.5.7-2 <none>
2023-04-09 08:56:00 status unpacked libilmbase25:amd64 2.5.7-2
2023-04-09 08:56:00 status half-configured libilmbase25:amd64 2.5.7-2
2023-04-09 08:56:01 status installed libilmbase25:amd64 2.5.7-2
2023-04-09 08:56:01 configure libxcb-shm0:amd64 1.14-3ubuntu3 <none>
2023-04-09 08:56:01 status unpacked libxcb-shm0:amd64 1.14-3ubuntu3
2023-04-09 08:56:01 status half-configured libxcb-shm0:amd64 1.14-3ubuntu3
2023-04-09 08:56:01 status installed libxcb-shm0:amd64 1.14-3ubuntu3
2023-04-09 08:56:01 configure libatspi2.0-0:amd64 2.44.0-3 <none>
2023-04-09 08:56:01 status unpacked libatspi2.0-0:amd64 2.44.0-3
2023-04-09 08:56:01 status half-configured libatspi2.0-0:amd64 2.44.0-3
2023-04-09 08:56:01 status installed libatspi2.0-0:amd64 2.44.0-3
2023-04-09 08:56:01 configure libcdio19:amd64 2.1.0-3build1 <none>
